Number	Gender	GivenName	Surname	Birthday	Age	BloodType	Kilograms	Centimeters
5547	female	Xenia	Blinova	12/26/2008	9	AB+	39	136
5548	male	David	Reese	8/2/2013	4	B+	21	107
5549	female	Valerie	Robinson	2/6/2005	12	B+	35.6	149
5550	female	Lauren	Bruce	5/23/2004	13	B-	45.7	153
5551	male	Louie	Long	9/15/2001	16	O+	71.1	170
5552	male	Yefim	Yudin	3/9/2016	1	B+	10.1	75
5553	male	Sean	Hale	12/31/2016	1	AB+	12.8	76
5554	male	Joseph	Maslov	1/12/2009	9	A+	23.5	128
5555	male	Dominic	DuLin	1/7/2015	3	A+	18.6	90
5556	male	Armen	Voronov	4/5/2014	3	B+	13.8	97
5557	male	Aidan	Woodward	5/27/2004	13	B+	69.8	153
5558	male	Michael	Benford	5/14/2009	8	O+	36.8	138
5559	male	Harry	Savage	11/30/2013	4	A+	17.3	101
5560	female	Kiera	Schofield	3/15/2006	11	O+	43.9	142
5561	female	Skye	Lawson	8/22/2002	15	B+	54.4	159
5562	female	Isabella	Koltsova	8/31/2009	8	A+	27	135
5563	female	Kate	Johnston	5/9/2005	12	A+	62	144
5564	male	Ben	Hyde	8/15/2016	1	B-	12.1	77
5565	female	Jean	Wiles	10/14/2007	10	B+	30.3	137
5566	male	Rodion	Mishin	6/10/2015	2	B+	11.5	87
5567	female	Albertha	Harris	12/29/2012	5	B+	16	111
5568	male	Isaac	Moore	5/20/2003	14	O+	69.4	163
5569	male	Aleron	Therriault	7/17/2011	6	O+	18.6	116
5570	male	Soren	Lesage	1/9/2002	16	B+	80.1	165
5571	female	Eupraxia	Zhdanova	1/24/2008	9	B+	30.5	130
5572	female	Louise	Tétrault	6/4/2001	16	O-	59.7	151
5573	male	Vail	Dubeau	11/21/2006	11	A+	46.1	151
5574	female	Creissant	Fréchette	4/27/2000	17	O+	72.9	158
5575	male	Christien	Paiement	3/30/2008	9	O+	25.1	132
5576	female	Faith	Collins	8/28/2011	6	O-	18.5	108
5577	female	Sandra	Alvarez	8/11/2006	11	A+	34.5	133
5578	male	Zahar	Andreyev	6/30/2013	4	A+	19.1	97
5579	male	Bryan	Guardado	11/8/2003	14	O+	67.9	153
5580	male	Muhammad	Ferguson	5/14/2016	1	A+	8.4	78
5581	male	Carolos	Guibord	8/9/2010	7	A+	22.3	118
5582	female	Bethany	Robson	9/19/2013	4	A+	19.2	101
5583	male	Spiridon	Biryukov	9/12/2005	12	A+	33	164
5584	female	Amelie	Howell	1/31/2000	17	O-	73.3	160
5585	female	Jolie	Cressac	3/11/2010	7	O+	18.2	122
5586	male	Borislav	Vagin	5/26/2017	0	B-	4.1	46
5587	female	Harriette	Jardine	4/14/2004	13	B+	62.8	148
5588	female	Veronica	Smith	10/15/2011	6	O+	25.6	106
5589	male	Nathan	Flynn	9/19/2000	17	O+	91.8	189
5590	male	Muhammad	Martin	12/20/2016	1	A+	12.1	75
5591	male	Jacob	Hutchinson	4/28/2012	5	B+	17.6	114
5592	male	Spencer	Fleming	11/12/2000	17	O+	52.8	166
5593	female	Katie	Sanderson	5/28/2003	14	A-	41.6	149
5594	male	Rodion	Bazarov	10/25/2012	5	A+	15.9	100
5595	male	Myron	Alexeyeva	12/19/2011	6	A+	26.1	121
5596	female	Yseult	Despins	6/27/2013	4	AB+	19.3	108
5597	female	Maria	Messing	1/19/2012	6	O+	24.1	111
5598	male	Bernard	Richer	1/1/2017	1	O+	10.5	78
5599	male	Eddie	Sanders	4/12/2002	15	O-	50.8	162
5600	male	James	Houghton	6/12/2002	15	A+	65.1	164
5601	male	Joe	Ball	2/14/2001	16	A+	56.5	160
5602	female	Brenda	Hanson	10/30/2017	0	O+	3.2	51
5603	male	Perry	Haynes	9/29/2003	14	AB+	41.3	168
5604	male	Michael	Woodward	1/23/2003	14	A+	55.9	151
5605	male	Ephraim	Abramov	7/14/2007	10	B+	39.9	130
5606	male	Leonti	Komarov	8/19/2017	0	B+	3.1	49
5607	male	Hugh	Rouze	3/19/2008	9	AB+	30.2	142
5608	female	Guzel	Rozhkova	5/9/2001	16	A+	57	162
5609	male	Alex	Jarvis	9/28/2016	1	O+	11.4	76
5610	female	Tracy	Welch	2/4/2007	10	A+	34.7	132
5611	female	Andrée	Bois	11/21/2014	3	O-	11.5	96
5612	male	Ivan	Golovanov	12/10/2003	14	AB+	44.5	160
5613	female	Damiane	Tétrault	3/10/2014	3	A+	15.5	101
5614	male	Robert	Hauser	10/8/2002	15	O+	60.5	158
5615	male	Melville	Bler	4/14/2008	9	O+	28.8	134
5616	female	Felicienne	Vincent	9/15/2010	7	A+	29.4	133
5617	female	Kim	Smith	10/11/2003	14	O+	55.1	154
5618	female	Inna	Tretiakova	12/28/2001	16	B+	55.1	175
5619	male	Eugene	Efremov	10/14/2004	13	A+	33.3	158
5620	male	Seymour	Laframboise	10/5/2010	7	A+	25.8	116
5621	female	Nedra	Montgomery	12/23/2014	3	O+	16.4	98
5622	female	Belda	Dionne	5/29/2013	4	O+	20.6	103
5623	male	Vitaly	Ulyanov	12/4/2014	3	B+	11.1	94
5624	male	Liam	Bell	5/12/2008	9	O+	40.1	125
5625	male	Isaac	Randall	3/9/2008	9	AB+	40.5	136
5626	female	Christiane	Dupont	5/12/2001	16	O+	63.8	153
5627	female	Emily	Lambert	4/12/2009	8	A+	30.1	139
5628	male	Cyril	Voronov	3/15/2011	6	O+	22	117
5629	male	Claude	Giguère	11/28/2017	0	A-	4.8	48
5630	female	Eleanor	Tikhonova	10/26/2011	6	B+	19.7	111
5631	female	Natasha	Bock	5/17/2002	15	B+	72.1	171
5632	male	Noah	Simpson	4/10/2001	16	AB+	50.2	186
5633	female	Anna	Andrews	4/18/2011	6	B+	19.7	124
5634	male	Sidney	Hébert	12/3/2008	9	O+	25.9	134
5635	female	Maya	Chadwick	11/17/2012	5	A+	19.9	107
5636	male	Louis	Bouvier	3/5/2015	2	O+	12.7	86
5637	female	Cora	Yermolayeva	4/2/2013	4	AB+	19.7	102
5638	female	Chelsea	Dean	8/23/2014	3	A+	14.6	97
5639	male	Steven	Valentine	10/18/2014	3	O+	15.1	100
5640	female	Dorcas	Gutierrez	9/9/2003	14	O+	47.8	172
5641	male	Bradley	Walsh	7/11/2010	7	B+	18.6	130
5642	female	Shannon	Brennan	8/17/2015	2	A+	11.2	83
5643	male	Alexander	Aksyonov	11/17/2013	4	O+	14.5	105
5644	male	Rafik	Alexandrov	7/2/2009	8	B+	25.3	136
5645	male	Mayor	Kalinin	11/29/2004	13	A+	46.9	170
5646	male	Eric	Baranov	9/25/2012	5	B+	19.9	113
5647	male	Frank	Gonzalez	3/19/2009	8	O+	28.4	137
5648	male	Frank	Keppler	10/26/2016	1	B+	8.4	81
5649	male	Ethan	Howard	6/21/2011	6	O+	18.8	113
5650	male	Bryan	Butterfield	5/15/2008	9	O+	35.6	146
5651	male	Lowell	Kirby	10/8/2007	10	O+	31.1	135
5652	female	Skye	Law	12/9/2015	2	A+	11.5	79
5653	female	Eglantine	Chesnay	10/25/2010	7	A-	28.5	112
5654	female	Terry	Perkins	10/12/2012	5	O+	22.1	108
5655	male	Vallis	Levasseur	10/30/2015	2	B+	11.7	84
5656	male	Louie	Parry	4/27/2004	13	B+	52.5	171
5657	male	Peppin	Nadeau	4/30/2009	8	B+	30.6	126
5658	female	Katie	Donnelly	10/8/2001	16	O+	80.2	152
5659	male	Nail	Bazhenov	10/8/2001	16	O+	53.6	183
5660	male	Alexander	Parramore	4/18/2011	6	O-	26.7	108
5661	female	Catherine	Polyakova	3/27/2014	3	B+	13.6	91
5662	female	Beth	Hsu	11/30/2002	15	A+	55	170
5663	male	Hayden	Holland	11/22/2006	11	AB+	26.9	147
5664	female	Yvonne	Ferrell	3/18/2016	1	B+	8.2	76
5665	male	Brandon	Akhtar	9/21/2002	15	O+	64.3	174
5666	female	Victoria	Cox	4/23/2001	16	A+	74.9	154
5667	female	Gloria	McAllister	7/1/2006	11	A+	32.9	158
5668	male	Matthew	Brooks	10/14/2004	13	AB+	51	165
5669	female	Eleanor	Voronova	10/11/2008	9	B+	31.3	144
5670	female	Amelia	Read	9/15/2015	2	A+	9.6	90
5671	female	Roux	Denis	3/21/2008	9	O+	42.5	132
5672	male	Bernard	Petit	7/12/2012	5	A+	16.8	118
5673	female	Natasha	Pearson	9/24/2002	15	B+	78.6	150
5674	female	Cher	Dubois	8/20/2002	15	B+	80.5	155
5675	female	Kay	Kropf	12/8/2004	13	O+	70.6	167
5676	male	Muhammad	Lee	10/20/2001	16	O+	83.3	177
5677	female	Natalie	Royer	10/20/2013	4	O+	21.3	110
5678	male	Allen	Cox	4/3/2002	15	B+	45.4	179
5679	male	Freddie	Newton	11/16/2006	11	A+	33.5	149
5680	male	Reece	Bibi	4/22/2002	15	O-	77.6	159
5681	male	Searlas	Loiseau	8/26/2011	6	B+	17.4	122
5682	female	Apollinaris	Yevdokimova	12/8/2017	0	O+	2	54
5683	female	Aaliyah	Parkin	8/14/2014	3	O+	12.7	102
5684	male	Joshua	Vergara	7/8/2014	3	A+	18.9	92
5685	male	Gabriel	Fedorov	11/26/2004	13	O+	63.9	165
5686	male	Billy	Salcido	5/8/2004	13	O+	66.1	149
5687	female	Eva	Vaguine	9/16/2001	16	B+	81.1	172
5688	male	Latimer	Marier	4/23/2000	17	O+	79.2	175
5689	female	Valentine	Ibragimova	4/17/2003	14	B+	67.8	171
5690	female	Ava	Gill	9/13/2013	4	B+	22	110
5691	female	Lilith	Bobrova	7/26/2017	0	O+	3.3	54
5692	male	Finley	Blackburn	3/23/2012	5	B+	22	102
5693	female	Larisa	Yevdokimova	4/22/2001	16	A+	67.6	169
5694	male	Kai	Shaw	1/4/2011	7	A+	20.3	132
5695	female	Sue	Faris	4/18/2017	0	O+	2.7	49
5696	male	Max	Wells	4/11/2005	12	B+	60	156
5697	male	Mitrofan	Kryukov	1/27/2006	11	A+	48.7	136
5698	male	Gore	Degtyaryov	11/22/2000	17	B+	87.2	186
5699	female	Jessica	Morley	7/18/2004	13	A+	66.5	170
5700	male	Paul	Roberts	7/21/2005	12	O-	40.8	151
5701	male	Thomas	Maxwell	9/11/2003	14	O+	37.1	175
5702	female	Suzanne	Blomquist	11/15/2003	14	O+	45.9	162
5703	male	Louis	Field	6/9/2017	0	A+	2.8	49
5704	male	Gabriel	Brisette	7/26/2012	5	A+	23.1	106
5705	male	Ostap	Afanasyev	1/26/2003	14	O+	67.7	177
5706	female	Rosanne	Richards	10/3/2009	8	A+	20.3	119
5707	female	Josette	Fremont	4/4/2017	0	A-	2.9	46
5708	male	Audric	Querry	11/26/2017	0	A+	3.4	48
5709	male	Jonathan	Coll	6/23/2006	11	A+	40.6	147
5710	female	Marilyn	Munoz	5/8/2015	2	O+	13.8	82
5711	male	Archard	Robillard	7/7/2016	1	B+	9.3	72
5712	female	Marya	Yevseyeva	5/14/2001	16	B+	48.7	165
5713	female	Abigail	Berry	6/6/2016	1	O+	8.8	75
5714	female	Thais	Tretiakova	2/9/2006	11	A+	37.6	158
5715	female	Illa	Doughty	10/7/2004	13	A+	50.6	165
5716	male	John	Wheless	9/26/2005	12	AB+	42	149
5717	male	Victor	Lagueux	9/14/2011	6	A+	17.3	115
5718	female	Millie	Dyer	7/27/2002	15	B+	79.4	168
5719	female	Ninette	Laramée	3/24/2008	9	O+	37.5	132
5720	male	Jordan	Jackson	12/24/2012	5	B-	22.2	114
5721	female	Myra	Aksakova	9/18/2001	16	O+	84.5	169
5722	female	Gallia	Dandonneau	9/27/2000	17	B+	79.5	171
5723	female	Eve	Steele	11/6/2012	5	A+	23	116
5724	female	Golden	Yudina	10/23/2000	17	B+	45.1	174
5725	female	Alicia	Wright	4/19/2007	10	B+	37.8	126
5726	female	Gayane	Sukhorukova	10/15/2002	15	B+	40.8	155
5727	male	Vladislav	Aliyev	11/13/2000	17	O+	53.6	171
5728	male	Sam	Norman	9/25/2015	2	A-	14.4	88
5729	male	Tristan	Marois	1/25/2012	5	B+	20.3	118
5730	male	Forrest	Norton	5/14/2016	1	O-	8.8	71
5731	male	Vachel	Tougas	10/26/2001	16	O+	46.2	166
5732	female	Yasmin	Graham	12/13/2009	8	O+	36.9	137
5733	female	Maya	Artemyeva	3/11/2010	7	B+	32.3	120
5734	male	Philemon	Degtyarev	6/24/2013	4	O+	15.2	98
5735	male	Lance	Leroux	10/31/2010	7	O+	18.5	121
5736	female	Hope	Aksenova	8/3/2010	7	O+	33.2	128
5737	female	Tatiana	Shubina	11/21/2008	9	A+	41.5	143
5738	female	Alain	Krylova	11/20/2016	1	O+	11.3	69
5739	female	Carol	Chow	9/16/2007	10	A+	43.8	133
5740	male	Malagigi	Lévesque	4/6/2013	4	O+	18.4	100
5741	male	Michael	Rafferty	3/17/2005	12	A+	56.5	141
5742	female	Ava	Lane	1/11/2017	1	O-	7.6	70
5743	male	John	Page	4/26/2001	16	A+	46.7	163
5744	male	Jesus	Postma	5/17/2014	3	B+	15.1	99
5745	male	Nestor	Galkin	6/5/2011	6	O+	18.5	108
5746	male	Roland	Yermakov	7/19/2007	10	A+	45.1	136
5747	female	Poppy	Freeman	3/29/2005	12	A+	65.2	152
5748	female	Lydia	Bowersox	10/5/2008	9	O+	44.9	136
5749	female	Gwendolyn	Elwell	3/8/2017	0	O+	2.3	48
5750	female	Anna	Lambert	5/20/2001	16	A+	58.7	168
5751	male	Marc	Rhéaume	1/1/2002	16	B+	58.9	162
5752	male	Ilya	Balabanov	6/7/2003	14	O+	52.2	164
5753	male	Jayden	Fry	1/15/2003	15	O+	45.9	165
5754	male	Matthew	Konovalov	3/25/2007	10	A+	40	148
5755	female	Julia	Volkova	8/14/2002	15	O+	43.8	156
5756	female	Ormazd	Barrette	12/23/2009	8	O+	32.2	134
5757	male	Frank	Hulings	11/5/2003	14	A+	57.7	173
5758	female	Michele	Ziegler	12/29/2013	4	O+	14.1	110
5759	male	Clinton	Hogan	9/19/2009	8	B+	23.8	125
5760	male	Elisha	Zhdanov	8/21/2014	3	O+	15.7	100
5761	female	Lorraine	Raymond	1/7/2002	16	B+	54.8	159
5762	female	Anisa	Nazarova	7/7/2014	3	A+	15.6	97
5763	female	Niamh	West	9/5/2017	0	A+	2.5	47
5764	female	Bernadette	Mercure	5/28/2006	11	O+	40.5	148
5765	female	Erica	Dixon	7/28/2009	8	B+	34.6	127
5766	male	Mstislav	Polyakov	6/28/2017	0	O+	3	47
5767	female	Addie	Duran	11/4/2003	14	O+	65.2	162
5768	female	Mary	Mitchell	12/22/2004	13	A+	41.3	153
5769	female	Apollinaris	Frolova	10/3/2014	3	O+	14.1	96
5770	male	Zerbino	Sauriol	2/24/2003	14	O+	69.7	162
5771	female	Annot	Desnoyer	9/21/2014	3	AB+	15.5	98
5772	male	Terrance	Townsend	5/27/2007	10	O+	43.7	138
5773	female	Mary	Rogova	12/26/2000	17	O-	75.3	167
5774	male	Antoine	Dupuy	1/18/2004	14	B+	52.1	163
5775	male	Harcourt	Blondlot	2/21/2013	4	O+	16	98
5776	male	Ethan	Warren	5/5/2013	4	B+	19.6	95
5777	female	Dalmace	Gour	3/8/2008	9	A+	22.6	138
5778	female	Galina	Lazareva	8/5/2005	12	A+	45.7	149
5779	male	Kai	Chapman	2/13/2015	2	B+	14.9	88
5780	male	Jayden	Dale	7/12/2013	4	O+	17.1	108
5781	female	Evelyn	Lavrova	8/28/2015	2	O+	15.1	82
5782	female	Dana	Burdick	2/22/2003	14	O+	48.1	172
5783	female	Stephanie	Specht	11/23/2012	5	O+	17.4	109
5784	male	Benjamin	Watters	4/12/2011	6	O+	21.4	110
5785	male	Fortun	Dandonneau	11/14/2006	11	B+	32.1	152
5786	female	Capitolina	Larionova	5/31/2006	11	B+	32.9	154
5787	male	Carlos	Rayburn	11/17/2001	16	O+	47.2	179
5788	female	Praskovya	Agafonova	8/4/2012	5	O+	24.7	117
5789	female	Falerina	Favreau	6/27/2001	16	A-	54	167
5790	male	Franck	Saucier	6/28/2005	12	O-	62.2	164
5791	male	Benjamin	Thompson	3/15/2008	9	O+	39.6	125
5792	female	Rosie	Bryan	4/30/2013	4	A+	16.1	103
5793	female	Juliette	Grivois	11/14/2012	5	O+	14.2	114
5794	male	Evdokim	Volkov	1/2/2011	7	B+	26	115
5795	female	Auda	Marceau	3/15/2000	17	O+	52.5	163
5796	male	Zahar	Evseyev	1/5/2018	0	AB+	4.4	55
5797	male	Joseph	Desai	11/7/2002	15	B+	41.7	158
5798	female	Mathilde	Truchon	1/9/2003	15	A+	51.4	173
5799	male	Jimmy	McCormick	7/30/2003	14	O+	60.5	168
5800	male	Loring	Brunelle	10/24/2015	2	B+	12.6	93
5801	male	Melvin	Pal	12/20/2002	15	A-	43.2	184
5802	male	Harry	Lucas	2/26/2003	14	A+	37.2	157
5803	male	Timothy	Mong	10/5/2009	8	B+	24.4	127
5804	male	Freddie	Murray	5/27/2007	10	O+	48.9	145
5805	male	Varden	D'Aoust	7/10/2003	14	B+	56.2	160
5806	female	Vicki	Robinson	5/24/2013	4	B+	19.8	102
5807	male	Samuel	Seleznev	3/11/2003	14	O+	48.9	157
5808	female	Adrianna	Rivera	2/24/2015	2	O+	13.7	86
5809	male	Arseny	Galkin	10/15/2004	13	A+	52.9	171
5810	female	Kate	Walsh	3/22/2015	2	O+	13.5	85
5811	male	Oliver	Sergeyev	2/17/2004	13	B+	67.8	150
5812	male	Zakir	Lazarev	5/6/2010	7	A+	26.8	121
5813	female	Clarimunda	Arsenault	11/6/2010	7	A+	19.3	123
5814	female	Cristina	Solomina	3/19/2013	4	O+	13.9	97
5815	female	Monica	Kharitonova	10/19/2007	10	B+	38.4	140
5816	male	Jerry	Baldwin	8/6/2006	11	A+	52.9	148
5817	male	Tyler	Buckley	9/6/2011	6	B+	22.3	124
5818	female	Eugene	Sukhorukova	2/9/2010	7	B+	23.5	116
5819	male	Eric	Bykov	6/12/2008	9	A+	40.5	137
5820	male	Joseph	Walsh	10/27/2010	7	B+	18.7	128
5821	male	Anatoly	Maslov	4/9/2017	0	O+	2.9	52
5822	male	Bevis	Gosselin	1/28/2007	10	A+	32.9	127
5823	male	Jerald	Helland	12/22/2000	17	O+	59.8	185
5824	female	Alain	Denisova	10/23/2008	9	A-	29.9	126
5825	female	Deborah	Martell	10/12/2002	15	B+	52.1	158
5826	female	Rachel	Reid	11/26/2007	10	A+	49.3	151
5827	male	Thomas	Matthews	1/9/2004	14	A+	56.6	153
5828	female	Irina	Vorobyova	12/31/2012	5	O+	15	108
5829	female	Madeleine	Patterson	8/30/2001	16	O+	67.5	161
5830	male	Lucas	Anderson	4/10/2014	3	O+	12.4	98
5831	male	Jaromir	Yermakov	3/26/2004	13	O-	37.8	154
5832	female	Aurélie	Josseaume	5/2/2015	2	O+	11	89
5833	male	Luke	Mishin	8/22/2014	3	A+	13.1	102
5834	male	Neville	Senneville	8/4/2016	1	B+	8	79
5835	female	Anfisa	Volkova	10/30/2003	14	O+	45.6	151
5836	female	Rebecca	Otero	7/20/2011	6	O+	16.7	109
5837	male	Isaac	Balabanov	4/10/2003	14	B+	43.6	152
5838	female	Sarah	Conway	7/1/2011	6	A+	26	121
5839	female	Lidia	Holt	1/15/2008	10	A+	35.2	129
5840	male	Vallis	Lajoie	11/17/2006	11	O+	41.2	140
5841	male	Toby	Lowe	5/31/2007	10	A+	39.4	150
5842	female	Lola	Chadwick	6/13/2005	12	B+	35.8	148
5843	male	Eugène	Grondin	8/3/2000	17	A+	71.1	184
5844	female	Libby	Dawson	2/18/2010	7	B+	17.4	130
5845	female	Grace	Lawrence	6/19/2008	9	O+	41.7	128
5846	male	Vyacheslav	Vasiliev	4/11/2001	16	O+	48.4	173
5847	female	Melusina	Giroux	1/2/2004	14	B+	77.4	166
5848	female	Amelia	Birch	11/18/2001	16	O+	78.3	171
5849	female	Cora	Woodall	1/10/2013	5	AB+	23.7	103
5850	female	Martine	Norbert	2/29/2000	17	A+	70.4	154
5851	female	Karina	Yashina	11/10/2007	10	A-	32.6	149
5852	male	James	Meiners	12/17/2002	15	A+	72.7	164
5853	female	Marina	Vorobyova	2/21/2015	2	B+	11.5	81
5854	male	Toby	Black	3/2/2010	7	O+	31.7	115
5855	male	Thomas	de Brisay	2/23/2012	5	A+	15.7	107
5856	male	Mayor	Biryukov	1/6/2007	11	B+	48.5	132
5857	male	Gaspar	Despins	3/27/2000	17	A+	65.3	165
5858	male	David	Lapierre	3/29/2010	7	B-	24.6	124
5859	male	David	de Chateaub	9/24/2012	5	O+	18.7	104
5860	female	Marianne	Nazarova	12/4/2006	11	O+	47.8	157
5861	female	Sandra	Mironova	5/11/2009	8	A+	30.6	125
5862	female	Jo	Phelps	8/27/2001	16	O+	63.3	174
5863	male	Leon	Barnett	6/6/2004	13	A+	65.1	156
5864	male	Sam	Tyler	6/8/2007	10	AB+	45.2	145
5865	female	Carolyn	Charlebois	1/10/2016	2	A-	11.3	87
5866	female	Blanchefle	Desjardins	12/24/2017	0	O+	3.1	49
5867	male	Connor	Burton	1/7/2018	0	O+	4.1	46
5868	male	Bulat	Tikhonov	2/7/2010	7	O+	20.3	131
5869	female	Eve	Chapman	4/25/2005	12	O-	54.8	158
5870	male	Everett	Copeland	10/27/2000	17	B+	56.1	188
5871	male	William	Macdonald	1/25/2014	3	O+	11.3	98
5872	female	Carolyn	Reynolds	8/25/2004	13	A+	63	144
5873	female	Honore	Drouin	4/8/2013	4	A+	15.2	94
5874	male	Sam	Bryant	3/18/2016	1	B+	10	78
5875	female	Rufus	Larionova	9/14/2001	16	A-	67.9	155
5876	female	Aimée	Arsenault	8/21/2013	4	A+	12.4	99
5877	male	Jack	Hall	8/24/2013	4	A+	13	101
5878	female	Prunella	Beauchamp	1/5/2014	4	O+	13.5	97
5879	male	Alva	Cunningham	8/29/2002	15	B+	67.3	164
5880	female	Raison	Lemieux	5/16/2003	14	B+	48.5	156
5881	female	Laurene	Angélil	12/19/2010	7	A+	27.3	121
5882	female	Cynthia	Oyler	2/10/2017	0	O+	3.9	53
5883	female	Darcy	Dow	3/19/2001	16	O+	84.1	164
5884	female	Mary	Goodwin	11/3/2002	15	B+	50	169
5885	male	Sebastian	Rodriguez	5/15/2011	6	A-	26.9	121
5886	male	Dylan	Burton	12/22/2003	14	A+	58.3	149
5887	male	Sennet	Couet	4/18/2001	16	O+	69.7	172
5888	female	Milena	Bykova	6/12/2010	7	O+	26	121
5889	female	Amelia	Powell	11/17/2001	16	B+	49.6	159
5890	male	Nicanor	Nevzorov	3/9/2015	2	B+	13.5	93
5891	female	Frédérique	Lamy	11/4/2003	14	B+	41.6	148
5892	female	Chloe	Stone	7/29/2015	2	O+	15.4	89
5893	male	Agrican	De La Vergne	6/8/2017	0	A+	4.7	49
5894	male	Arthur	Degtyaryov	9/4/2014	3	B+	11.9	101
5895	female	March	Zhdanova	3/24/2000	17	O+	86	175
5896	female	Elena	Izmailova	10/7/2011	6	A+	25.7	122
5897	male	Marcel	Longpré	11/20/2005	12	O+	44	164
5898	male	Muslim	Anisimov	4/23/2008	9	B+	42.2	138
5899	male	Modest	Pokrovsky	6/10/2011	6	O+	27.7	110
5900	female	Monica	Kovaleva	6/6/2010	7	O-	32.1	118
5901	male	Henry	George	11/2/2002	15	O+	67.1	166
5902	female	Chelsea	Simpson	10/8/2003	14	O+	50.6	151
5903	female	Madison	Carroll	11/24/2010	7	O+	33.9	127
5904	female	Mirabelle	Brisette	9/9/2010	7	B+	26	129
5905	female	Susanne	Guertin	3/13/2016	1	O+	11.7	77
5906	male	Matt	Kort	4/22/2016	1	O+	12.2	76
5907	female	Jennifer	Hewitt	4/4/2014	3	A+	11.9	95
5908	female	Carol	Driver	1/26/2005	12	O+	53.9	150
5909	male	Wyatt	Bernard	5/21/2015	2	A+	10.6	88
5910	female	Clarimunda	Frappier	12/12/2007	10	O+	39.4	143
5911	female	Yaroslav	Yershova	5/26/2017	0	A+	4.2	51
5912	male	Leon	Manning	4/30/2017	0	O+	3.7	52
5913	male	Scott	Hill	6/11/2001	16	B+	64.1	169
5914	female	Margaret	Despres	9/30/2005	12	B+	48.9	137
5915	male	Gaston	Picard	7/7/2017	0	A+	3.8	54
5916	female	Isabella	Brennan	7/27/2013	4	A+	17.9	93
5917	female	Carolina	Tychonoff	9/12/2004	13	AB+	49.7	151
5918	male	Larry	Bay	5/27/2003	14	B+	59.8	165
5919	female	Teresa	Hamilton	9/21/2000	17	A+	53.8	165
5920	male	Philemon	Aksenov	3/26/2013	4	O-	16.2	109
5921	female	Angelina	Blinova	4/10/2001	16	O+	53.3	175
5922	male	Namo	Monty	4/4/2004	13	A+	32.6	152
5923	female	Megan	Bartlett	9/13/2009	8	A+	20.2	131
5924	female	Dielle	Lamothe	10/10/2014	3	O+	15.6	89
5925	male	Jayden	Payne	9/3/2011	6	B+	23.2	121
5926	female	Dominica	Bogdanova	4/9/2000	17	A+	50.8	166
5927	male	Jamal	Gerasimov	11/5/2009	8	B+	28.6	120
5928	male	Max	Powell	9/26/2006	11	A-	53.7	153
5929	male	Savely	Korovin	1/28/2003	14	O-	75.7	179
5930	female	Deborah	Coggins	7/4/2015	2	O+	14.5	78
5931	male	Mayor	Belov	1/19/2012	6	A+	27.2	125
5932	female	Katie	Perkins	5/13/2013	4	AB+	12	110
5933	male	Matthew	McGlothlin	8/21/2007	10	B+	24.7	146
5934	male	Wesley	Wentzel	8/9/2015	2	B+	15.6	87
5935	female	Lucia	Sidorova	11/22/2007	10	B+	30.7	144
5936	female	Alice	Sanderson	6/9/2004	13	B+	56	144
5937	male	Chariton	Lazarev	12/28/2002	15	B+	51.9	164
5938	male	Loyal	Perrault	2/18/2002	15	O+	74.6	160
5939	female	Tammy	Colletti	10/1/2011	6	O+	17.7	111
5940	male	Evrard	Duranseau	7/8/2013	4	O+	13.5	110
5941	male	Daniel	Wilson	4/5/2001	16	A+	57	166
5942	male	Rémy	Lesage	11/22/2017	0	B+	4.7	45
5943	male	Gabriel	Dean	10/11/2011	6	AB+	21.6	115
5944	male	Archie	Hooper	2/5/2015	2	O+	10.2	83
5945	female	Greta	Shubina	8/31/2003	14	B+	70	149
5946	female	Janet	Lewis	8/9/2000	17	O-	45.7	158
5947	female	Barbara	Brooks	6/25/2014	3	O+	12.2	100
5948	female	Julia	Whitmire	2/26/2016	1	O+	8.1	72
5949	female	Ludmila	Ankudinova	2/2/2014	3	O-	13.6	93
5950	male	Dominic	Graham	6/22/2014	3	A+	17.6	101
5951	male	Kerman	Fontaine	4/13/2012	5	O+	16.1	100
5952	female	Anna	Yevdokimova	4/1/2003	14	O+	55	170
5953	female	Megan	Butcher	10/8/2016	1	O-	7.5	70
5954	female	Tatiana	Kruglova	7/11/2013	4	A+	20.9	96
5955	male	Lance	Fresne	2/17/2015	2	A+	10.8	86
5956	male	Richard	Graham	2/18/2001	16	O+	70.6	161
5957	female	Tamara	Olsen	3/27/2011	6	O+	20.5	112
5958	male	Jaroslav	Bykov	4/30/2017	0	A+	4.9	51
5959	female	Aubine	Leclair	9/20/2014	3	A+	12.5	88
5960	male	Ignat	Sergeyev	8/23/2011	6	B+	27.3	124
5961	female	Harriet	Short	2/3/2006	11	A-	44.3	158
5962	female	Megan	Pritchard	3/3/2005	12	O+	30	152
5963	male	Edward	Zink	9/2/2009	8	A-	34.9	138
5964	male	Micheal	Allen	12/26/2002	15	O+	71.5	160
5965	female	Bethany	Potts	10/8/2010	7	A+	25	120
5966	female	Amber	Pickering	2/23/2017	0	A-	2.6	46
5967	male	Eugène	Goulet	7/24/2006	11	O+	28.8	150
5968	male	Campbell	Batard	7/5/2008	9	A-	34	131
5969	male	Legget	Aubin	2/5/2017	0	A+	3.7	46
5970	male	Myron	Galkin	8/13/2006	11	O-	46.6	150
5971	male	Jesse	Johnson	8/21/2016	1	O+	8	71
